package	function	parameter	meaning	doc_path	source_url	fetched_at
omicverse	omicverse.generate_reference_table	adata	( AnnData ) – AnnData object that stores method references in uns['REFERENCE_MANU'] .	references/omicverse/functions/omicverse.generate_reference_table.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.generate_reference_table.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.settings.cpu_gpu_mixed_init	devices	"( int | str | None , optional ) – CUDA device to pin for the torch-backed mixed-mode kernels. Accepts an index ( 1 ), a string ( ""1"" or ""cuda:1"" ), or a single-element list. None (default) keeps the previous behaviour of using torch’s current device. On a shared multi-GPU server this lets you route omicverse to a free GPU (e.g. GPU 1 while another user holds GPU 0) without touching CUDA_VISIBLE_DEVICES . The selected device is pinned via torch.cuda.set_device so downstream kernels that resolve a bare ""cuda"" (through current_device ) land on it, and is recorded in ov.settings.device ."	references/omicverse/functions/omicverse.settings.cpu_gpu_mixed_init.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.settings.cpu_gpu_mixed_init.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.settings.gpu_init	managed_memory	( bool , optional ) – Enable NVIDIA Unified Memory to support oversubscription for large datasets.	references/omicverse/functions/omicverse.settings.gpu_init.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.settings.gpu_init.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.settings.gpu_init	pool_allocator	( bool , optional ) – Enable RMM memory pool allocator for faster repeated GPU allocations.	references/omicverse/functions/omicverse.settings.gpu_init.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.settings.gpu_init.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.settings.gpu_init	devices	( int | list [ int ] , optional ) – CUDA device index (or indices) to register in RMM.	references/omicverse/functions/omicverse.settings.gpu_init.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.settings.gpu_init.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.load	path	( str ) – Input file path.	references/omicverse/functions/omicverse.io.load.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.load.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.load	backend	( {'pickle' , 'cloudpickle'} or None , default=None ) – Preferred deserializer backend ( 'pickle' or 'cloudpickle' ).	references/omicverse/functions/omicverse.io.load.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.load.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read	path	( str or pathlib.Path ) – Input file path.	references/omicverse/functions/omicverse.io.read.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read	backend	( {'python' , 'rust'} , default='python' ) – Backend used for .h5ad reading. 'rust' loads out-of-memory via anndataoom / anndata-rs . When the file’s sparse X has unsorted minor indices the call is aborted with a clear ValueError (rather than an anndata-rs panic) pointing at ov.utils.convert_adata_for_rust() for recovery.	references/omicverse/functions/omicverse.io.read.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read	**kwargs	– Additional keyword arguments forwarded to backend readers.	references/omicverse/functions/omicverse.io.read.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_10x_h5	filename	( str or pathlib.Path ) – Path to the 10x .h5 matrix file.	references/omicverse/functions/omicverse.io.read_10x_h5.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_10x_h5.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_10x_h5	genome	( str or None , default=None ) – Genome identifier to keep for legacy multi-genome files. Ignored for single-genome inputs.	references/omicverse/functions/omicverse.io.read_10x_h5.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_10x_h5.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_10x_h5	gex_only	( bool , default=True ) – If True , keep only features with feature_types == 'Gene Expression' .	references/omicverse/functions/omicverse.io.read_10x_h5.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_10x_h5.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_10x_h5	backup_url	( str or None , default=None ) – Reserved parameter for API compatibility. Remote fallback is not implemented.	references/omicverse/functions/omicverse.io.read_10x_h5.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_10x_h5.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_10x_mtx	path	( str or pathlib.Path ) – Directory containing matrix.mtx and matching feature/barcode files.	references/omicverse/functions/omicverse.io.read_10x_mtx.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_10x_mtx.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_10x_mtx	var_names	( {'gene_symbols' , 'gene_ids'} , default='gene_symbols' ) – Which feature column should be used as adata.var_names .	references/omicverse/functions/omicverse.io.read_10x_mtx.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_10x_mtx.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_10x_mtx	make_unique	( bool , default=True ) – Whether to enforce unique var_names when using gene symbols.	references/omicverse/functions/omicverse.io.read_10x_mtx.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_10x_mtx.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_10x_mtx	gex_only	( bool , default=True ) – If True , keep only features labeled as Gene Expression (v3+ format).	references/omicverse/functions/omicverse.io.read_10x_mtx.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_10x_mtx.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_10x_mtx	prefix	( str or None , default=None ) – Optional filename prefix before matrix.mtx , features.tsv , and barcodes.tsv .	references/omicverse/functions/omicverse.io.read_10x_mtx.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_10x_mtx.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_10x_mtx	compressed	( bool , default=True ) – Whether v3+ files are expected to be gzip-compressed ( .gz ). Set False for plain-text exports such as some STARsolo outputs.	references/omicverse/functions/omicverse.io.read_10x_mtx.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_10x_mtx.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_csv	filepath_or_buffer	(default: None ) – Same as pandas.read_csv . Accepts a path-like, a URL, or a file-like object. The duplicate scan only runs when the input is a real on-disk file path.	references/omicverse/functions/omicverse.io.read_csv.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_csv.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_csv	sep	( Optional [ str ] (default: None )) – Delimiter. Inferred from extension when None ( .csv → , , .tsv / .txt / .tab → \t ).	references/omicverse/functions/omicverse.io.read_csv.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_csv.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_csv	on_duplicate	"( str (default: 'warn' )) – Action when duplicate column labels are found in the raw header. One of: ""warn"" (default) — print a remediation-pointing message to stdout and continue with pandas’s auto-rename."	references/omicverse/functions/omicverse.io.read_csv.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_csv.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_csv	**kwargs	– Any other keyword argument accepted by pandas.read_csv (for example index_col , dtype , usecols , comment ).	references/omicverse/functions/omicverse.io.read_csv.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_csv.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_h5ad	filename	( str or pathlib.Path ) – Path to the input .h5ad file.	references/omicverse/functions/omicverse.io.read_h5ad.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_h5ad.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_h5ad	**kwargs	– Additional keyword arguments forwarded to anndata.read_h5ad() .	references/omicverse/functions/omicverse.io.read_h5ad.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_h5ad.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_nanostring	path	( Union [ str , Path ] )	references/omicverse/functions/omicverse.io.read_nanostring.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_nanostring.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_nanostring	counts_file	( str )	references/omicverse/functions/omicverse.io.read_nanostring.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_nanostring.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_nanostring	meta_file	( str )	references/omicverse/functions/omicverse.io.read_nanostring.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_nanostring.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_nanostring	fov_file	( Optional [ str ] (default: None ))	references/omicverse/functions/omicverse.io.read_nanostring.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_nanostring.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd	path	( str or Path ) – Root directory of a Visium HD run (typically the SpaceRanger output folder).	references/omicverse/functions/omicverse.io.read_visium_hd.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd	data_type	( {'bin' , 'cellseg'} , default 'bin' ) – Data mode to load. - 'bin' : bin-level matrix + tissue positions. - 'cellseg' : cell-segmentation polygons + cell matrix.	references/omicverse/functions/omicverse.io.read_visium_hd.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd	sample	( str , optional ) – Sample key used under adata.uns['spatial'][sample] . If not provided, it is inferred by the underlying reader.	references/omicverse/functions/omicverse.io.read_visium_hd.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd	binsize	( int , default 16 ) – Bin size metadata for data_type='bin' .	references/omicverse/functions/omicverse.io.read_visium_hd.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd	count_h5_path	"( str , default ""filtered_feature_bc_matrix.h5"" ) – Relative H5 matrix path for data_type='bin' ."	references/omicverse/functions/omicverse.io.read_visium_hd.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd	count_mtx_dir	"( str , default ""filtered_feature_bc_matrix"" ) – Relative matrix directory path for data_type='bin' ."	references/omicverse/functions/omicverse.io.read_visium_hd.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd	tissue_positions_path	"( str , default ""spatial/tissue_positions.parquet"" ) – Relative tissue positions path for data_type='bin' ."	references/omicverse/functions/omicverse.io.read_visium_hd.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd	cell_segmentations_path	"( str , default ""graphclust_annotated_cell_segmentations.geojson"" ) – Relative segmentation GeoJSON path for data_type='cellseg' ."	references/omicverse/functions/omicverse.io.read_visium_hd.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd	cell_matrix_h5_path	"( str , default ""filtered_feature_cell_matrix.h5"" ) – Relative cell matrix path for data_type='cellseg' ."	references/omicverse/functions/omicverse.io.read_visium_hd.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd	hires_image_path	"( str , default ""spatial/tissue_hires_image.png"" ) – Relative hires image path (used by both modes)."	references/omicverse/functions/omicverse.io.read_visium_hd.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd	lowres_image_path	"( str , default ""spatial/tissue_lowres_image.png"" ) – Relative lowres image path (used by both modes)."	references/omicverse/functions/omicverse.io.read_visium_hd.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd	scalefactors_path	"( str , default ""spatial/scalefactors_json.json"" ) – Relative scalefactors JSON path (used by both modes)."	references/omicverse/functions/omicverse.io.read_visium_hd.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd_bin	path	( str or Path ) – Path to the SpaceRanger output directory.	references/omicverse/functions/omicverse.io.read_visium_hd_bin.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd_bin.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd_bin	sample	( str , optional ) – Sample key stored in adata.uns['spatial'] . If None , inferred from path.	references/omicverse/functions/omicverse.io.read_visium_hd_bin.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd_bin.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd_bin	binsize	( int , default 16 ) – Bin size metadata (for example 2/8/16).	references/omicverse/functions/omicverse.io.read_visium_hd_bin.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd_bin.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd_bin	count_h5_path	( str ) – Relative path to bin-level 10x H5 matrix.	references/omicverse/functions/omicverse.io.read_visium_hd_bin.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd_bin.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd_bin	count_mtx_dir	( str ) – Relative path to bin-level MTX directory (fallback when H5 unavailable).	references/omicverse/functions/omicverse.io.read_visium_hd_bin.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd_bin.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd_bin	tissue_positions_path	( str ) – Relative path to tissue positions table (parquet/csv).	references/omicverse/functions/omicverse.io.read_visium_hd_bin.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd_bin.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd_bin	hires_image_path	( str ) – Relative path to hires tissue image.	references/omicverse/functions/omicverse.io.read_visium_hd_bin.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd_bin.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd_bin	lowres_image_path	( str ) – Relative path to lowres tissue image.	references/omicverse/functions/omicverse.io.read_visium_hd_bin.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd_bin.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd_bin	scalefactors_path	( str ) – Relative path to scalefactors JSON.	references/omicverse/functions/omicverse.io.read_visium_hd_bin.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd_bin.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd_seg	path	( str or Path ) – Path to the cell-segmentation output directory.	references/omicverse/functions/omicverse.io.read_visium_hd_seg.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd_seg.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd_seg	sample	( str , optional ) – Sample key stored in adata.uns['spatial'] . If None , inferred from path.	references/omicverse/functions/omicverse.io.read_visium_hd_seg.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd_seg.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd_seg	cell_segmentations_path	( str ) – Relative path to segmentation GeoJSON.	references/omicverse/functions/omicverse.io.read_visium_hd_seg.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd_seg.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd_seg	count_h5_path	( str ) – Relative path to filtered feature-cell matrix (H5).	references/omicverse/functions/omicverse.io.read_visium_hd_seg.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd_seg.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd_seg	hires_image_path	( str ) – Relative path to hires tissue image.	references/omicverse/functions/omicverse.io.read_visium_hd_seg.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd_seg.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd_seg	lowres_image_path	( str ) – Relative path to lowres tissue image.	references/omicverse/functions/omicverse.io.read_visium_hd_seg.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd_seg.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_visium_hd_seg	scalefactors_path	( str ) – Relative path to scalefactors JSON.	references/omicverse/functions/omicverse.io.read_visium_hd_seg.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_visium_hd_seg.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_xenium	path	( Union [ str , Path ] ) – The Xenium outs directory (or any directory containing the files above).	references/omicverse/functions/omicverse.io.read_xenium.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_xenium.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_xenium	library_id	( Optional [ str ] (default: None )) – Identifier used as the key under adata.uns['spatial'] . Defaults to experiment.xenium ’s region_name / run_name if present, else the directory name.	references/omicverse/functions/omicverse.io.read_xenium.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_xenium.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_xenium	load_image	( bool (default: True )) – When True and tifffile is installed, loads the morphology image so omicverse.pl.spatial() can overlay it. The morphology TIFF is large (hundreds of MB); pass False for lightweight tutorials that only need the centroid scatter.	references/omicverse/functions/omicverse.io.read_xenium.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_xenium.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_xenium	image_key	( str (default: 'morphology_focus' )) – Which morphology image to load. Accepts: 'morphology_focus' / 'morphology_mip' — V1 layout files at the outs root; falls back to the first V2 channel ( _0000 , DAPI) when V1 files are absent.	references/omicverse/functions/omicverse.io.read_xenium.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_xenium.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_xenium	image_max_dim	( int (default: 4096 )) – Xenium OME-TIFFs are multi-resolution pyramids; this is the maximum pixel extent along either axis that we will load. The highest-resolution pyramid level fitting under this cap is used. Default 4096 keeps the in-memory array small while remaining usable for overlay. Pass a larger value (e.g. 8192) for closer crops.	references/omicverse/functions/omicverse.io.read_xenium.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_xenium.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_xenium	load_boundaries	( bool (default: True )) – When True and cell_boundaries.parquet / .csv.gz is present, converts per-cell polygon vertices to WKT strings stored in obs['geometry'] — required by omicverse.pl.spatialseg() .	references/omicverse/functions/omicverse.io.read_xenium.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_xenium.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.read_xenium	cache_file	( Union [ str , Path , None ] (default: None )) – Optional path to an .h5ad cache. When set and the file exists, we read it back instead of re-parsing the outs directory (skipping the 10x HDF5 matrix, CSV metadata, and polygon-to-WKT construction). When set and the file does not exist, it is written after the load completes so subsequent calls are fast. Pass None to skip caching.	references/omicverse/functions/omicverse.io.read_xenium.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.read_xenium.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.save	file	( Any ) – Python object to serialize.	references/omicverse/functions/omicverse.io.save.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.save.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.save	path	( str ) – Output file path.	references/omicverse/functions/omicverse.io.save.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.save.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.spatial.read_visium	path	( Union [ str , PathLike ] ) – Path to the Space Ranger output directory (typically outs/ ).	references/omicverse/functions/omicverse.io.spatial.read_visium.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.spatial.read_visium.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.spatial.read_visium	genome	( Optional [ str ] (default: None )) – Filter expression to genes within this genome.	references/omicverse/functions/omicverse.io.spatial.read_visium.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.spatial.read_visium.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.spatial.read_visium	count_file	( str (default: 'filtered_feature_bc_matrix.h5' )) – Count matrix filename inside path . Typically 'filtered_feature_bc_matrix.h5' or 'raw_feature_bc_matrix.h5' .	references/omicverse/functions/omicverse.io.spatial.read_visium.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.spatial.read_visium.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.spatial.read_visium	library_id	( Optional [ str ] (default: None )) – Identifier stored under adata.uns['spatial'] . Inferred from the HDF5 library_ids attribute when not provided.	references/omicverse/functions/omicverse.io.spatial.read_visium.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.spatial.read_visium.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.spatial.read_visium	load_images	( bool (default: True )) – Whether to load tissue images, scale factors and spatial coordinates.	references/omicverse/functions/omicverse.io.spatial.read_visium.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.spatial.read_visium.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.spatial.read_visium	source_image_path	( Union [ str , PathLike , None ] (default: None )) – Optional path to the full-resolution source image. Stored in adata.uns['spatial'][library_id]['metadata']['source_image_path'] .	references/omicverse/functions/omicverse.io.spatial.read_visium.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.spatial.read_visium.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.spatial.read_visium	hires_image_path	( str (default: 'spatial/tissue_hires_image.png' )) – Relative path to the hires tissue image inside path .	references/omicverse/functions/omicverse.io.spatial.read_visium.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.spatial.read_visium.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.spatial.read_visium	lowres_image_path	( str (default: 'spatial/tissue_lowres_image.png' )) – Relative path to the lowres tissue image inside path .	references/omicverse/functions/omicverse.io.spatial.read_visium.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.spatial.read_visium.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.spatial.read_visium	scalefactors_path	( str (default: 'spatial/scalefactors_json.json' )) – Relative path to the scalefactors JSON inside path .	references/omicverse/functions/omicverse.io.spatial.read_visium.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.spatial.read_visium.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.spatial.write_visium_hd_cellseg	adata	"( AnnData ) – Cell-level AnnData from bin_to_cell() or read_visium_hd_seg() . Must have obs[""geometry""] (WKT strings) and obsm[""spatial""] ."	references/omicverse/functions/omicverse.io.spatial.write_visium_hd_cellseg.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.spatial.write_visium_hd_cellseg.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.spatial.write_visium_hd_cellseg	path	( str or Path ) – Output directory to write SpaceRanger-like structure.	references/omicverse/functions/omicverse.io.spatial.write_visium_hd_cellseg.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.spatial.write_visium_hd_cellseg.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.io.spatial.write_visium_hd_cellseg	sample	"( str , optional ) – Sample key in adata.uns[""spatial""] . If None, uses the first key."	references/omicverse/functions/omicverse.io.spatial.write_visium_hd_cellseg.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.io.spatial.write_visium_hd_cellseg.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.alignment.amplicon_16s_pipeline	fastq_dir	( Optional [ str ] (default: None )) – Directory containing paired Illumina FASTQs. Samples are auto-discovered by R1/R2 naming. Mutually exclusive with samples .	references/omicverse/functions/omicverse.alignment.amplicon_16s_pipeline.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.alignment.amplicon_16s_pipeline.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.alignment.amplicon_16s_pipeline	samples	( Optional [ Sequence [ Tuple [ str , str , Optional [ str ]]]] (default: None )) – Explicit list of (sample, fq1, fq2) tuples (fq2 may be None for single-end). Mutually exclusive with fastq_dir .	references/omicverse/functions/omicverse.alignment.amplicon_16s_pipeline.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.alignment.amplicon_16s_pipeline.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.alignment.amplicon_16s_pipeline	workdir	( Optional [ str ] (default: None )) – Root directory for all intermediate files. No $HOME fallback.	references/omicverse/functions/omicverse.alignment.amplicon_16s_pipeline.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.alignment.amplicon_16s_pipeline.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.alignment.amplicon_16s_pipeline	db_fasta	( Optional [ str ] (default: None )) – Path to a SINTAX-formatted 16S reference FASTA ( .fa or .fa.gz ). If None , taxonomy assignment is skipped.	references/omicverse/functions/omicverse.alignment.amplicon_16s_pipeline.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.alignment.amplicon_16s_pipeline.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.alignment.amplicon_16s_pipeline	primer_fwd	( Optional [ str ] (default: None )) – PCR primer sequences. When both are provided, cutadapt() runs first; otherwise primer trimming is skipped (e.g. the mothur MiSeq SOP test dataset ships with primers already removed).	references/omicverse/functions/omicverse.alignment.amplicon_16s_pipeline.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.alignment.amplicon_16s_pipeline.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.alignment.amplicon_16s_pipeline	primer_rev	( Optional [ str ] (default: None )) – PCR primer sequences. When both are provided, cutadapt() runs first; otherwise primer trimming is skipped (e.g. the mothur MiSeq SOP test dataset ships with primers already removed).	references/omicverse/functions/omicverse.alignment.amplicon_16s_pipeline.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.alignment.amplicon_16s_pipeline.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.alignment.amplicon_16s_pipeline	backend	( str (default: 'vsearch' )) – 'vsearch' (default) — UNOISE3 via vsearch. 'dada2' — pure-Python DADA2 via omicverse.alignment.dada2_pipeline() (needs pip install pydada2 ). 'emu' / 'qiime2' still raise NotImplementedError .	references/omicverse/functions/omicverse.alignment.amplicon_16s_pipeline.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.alignment.amplicon_16s_pipeline.html	2026-08-03T14:16:23+00:00
