package	function	parameter	meaning	doc_path	source_url	fetched_at
omicverse	omicverse.micro.meta_da	combine	( str (default: 'random_effects' )) – 'random_effects' (default; DerSimonian-Laird τ²) or 'fixed_effects' .	references/omicverse/functions/omicverse.micro.meta_da.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.meta_da.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.meta_da	study_names	( Optional [ Sequence [ str ]] (default: None )) – Labels for the per-study result columns; defaults to ['study_0', 'study_1', …] .	references/omicverse/functions/omicverse.micro.meta_da.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.meta_da.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.meta_da	**method_kwargs	– Extra kwargs forwarded to the underlying DA call (e.g. pseudocount=0.5 for ancombc).	references/omicverse/functions/omicverse.micro.meta_da.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.meta_da.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.MMvec	n_latent	( int (default: 3 )) – Embedding dimensionality K .	references/omicverse/functions/omicverse.micro.MMvec.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.MMvec.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.MMvec	lr	( float (default: 0.05 )) – Adam learning rate.	references/omicverse/functions/omicverse.micro.MMvec.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.MMvec.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.MMvec	epochs	( int (default: 1000 )) – Maximum training epochs.	references/omicverse/functions/omicverse.micro.MMvec.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.MMvec.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.MMvec	val_frac	( float (default: 0.1 )) – Fraction of samples held out for the validation loss curve / early stopping. Set to 0 to skip validation.	references/omicverse/functions/omicverse.micro.MMvec.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.MMvec.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.MMvec	patience	( int (default: 100 )) – Early-stopping patience on validation loss (epochs without improvement before training halts).	references/omicverse/functions/omicverse.micro.MMvec.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.MMvec.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.MMvec	l2	( float (default: 0.001 )) – Weight-decay on U / V / beta .	references/omicverse/functions/omicverse.micro.MMvec.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.MMvec.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.MMvec	seed	( int (default: 0 )) – Torch RNG seed.	references/omicverse/functions/omicverse.micro.MMvec.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.MMvec.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.MMvec	device	( Optional [ str ] (default: None )) – 'cpu' / 'cuda' / None (auto-pick based on availability).	references/omicverse/functions/omicverse.micro.MMvec.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.MMvec.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.Ordinate.nmds	n	( int , default 2 ) – Output dimensions.	references/omicverse/functions/omicverse.micro.Ordinate.nmds.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.Ordinate.nmds.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.Ordinate.nmds	random_state	( int , default 0 ) – Seeds the four-restart NMDS init for reproducibility.	references/omicverse/functions/omicverse.micro.Ordinate.nmds.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.Ordinate.nmds.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.Ordinate.nmds	write_to_obsm	( bool , default True ) – Persist coords into adata.obsm[f'{dist_key}_nmds'] and the final stress value into adata.uns['micro'] .	references/omicverse/functions/omicverse.micro.Ordinate.nmds.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.Ordinate.nmds.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.Ordinate	adata	( AnnData ) – AnnData with a distance matrix already computed by Beta.run() (stored in adata.obsp[dist_key] ).	references/omicverse/functions/omicverse.micro.Ordinate.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.Ordinate.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.Ordinate	dist_key	( str (default: 'braycurtis' )) – Key into adata.obsp . Defaults to 'braycurtis' .	references/omicverse/functions/omicverse.micro.Ordinate.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.Ordinate.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.paired_cca	adata_microbe	( AnnData )	references/omicverse/functions/omicverse.micro.paired_cca.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.paired_cca.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.paired_cca	adata_metabolite	( AnnData )	references/omicverse/functions/omicverse.micro.paired_cca.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.paired_cca.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.paired_cca	n_components	( int (default: 3 ))	references/omicverse/functions/omicverse.micro.paired_cca.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.paired_cca.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.paired_cca	clr_microbe	( bool (default: True ))	references/omicverse/functions/omicverse.micro.paired_cca.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.paired_cca.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.paired_cca	log1p_metabolite	( bool (default: True ))	references/omicverse/functions/omicverse.micro.paired_cca.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.paired_cca.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.paired_cca	max_iter	( int (default: 500 ))	references/omicverse/functions/omicverse.micro.paired_cca.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.paired_cca.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.paired_spearman	adata_microbe	( AnnData ) – Must share obs_names (same samples, same order).	references/omicverse/functions/omicverse.micro.paired_spearman.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.paired_spearman.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.paired_spearman	adata_metabolite	( AnnData ) – Must share obs_names (same samples, same order).	references/omicverse/functions/omicverse.micro.paired_spearman.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.paired_spearman.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.paired_spearman	clr_microbe	( bool (default: True )) – CLR-transform the microbes first (recommended — compositional data).	references/omicverse/functions/omicverse.micro.paired_spearman.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.paired_spearman.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.paired_spearman	log1p_metabolite	( bool (default: True )) – log(1 + x) -transform the metabolites first.	references/omicverse/functions/omicverse.micro.paired_spearman.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.paired_spearman.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.paired_spearman	min_prevalence	( float (default: 0.0 )) – Drop microbes present in < this fraction of samples before testing (Spearman is undefined on constant rows).	references/omicverse/functions/omicverse.micro.paired_spearman.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.paired_spearman.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.Ordinate.pcoa	n	( int (default: 3 ))	references/omicverse/functions/omicverse.micro.Ordinate.pcoa.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.Ordinate.pcoa.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.Ordinate.pcoa	write_to_obsm	( bool (default: True ))	references/omicverse/functions/omicverse.micro.Ordinate.pcoa.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.Ordinate.pcoa.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.plot_embedding_biplot	mmvec	( MMvec ) – Fitted model.	references/omicverse/functions/omicverse.micro.plot_embedding_biplot.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.plot_embedding_biplot.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.plot_embedding_biplot	components	( ( int , int ) , default ( 0 , 1 ) ) – Zero-indexed latent factors to plot.	references/omicverse/functions/omicverse.micro.plot_embedding_biplot.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.plot_embedding_biplot.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.plot_embedding_biplot	label_top	( int , default 5 ) – Number of microbes / metabolites to annotate in each cloud.	references/omicverse/functions/omicverse.micro.plot_embedding_biplot.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.plot_embedding_biplot.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.plot_embedding_biplot	ax	( matplotlib axes , optional )	references/omicverse/functions/omicverse.micro.plot_embedding_biplot.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.plot_embedding_biplot.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.plot_mmvec_training	mmvec	( MMvec ) – Fitted model.	references/omicverse/functions/omicverse.micro.plot_mmvec_training.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.plot_mmvec_training.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.plot_mmvec_training	ax	( matplotlib axes , optional ) – Axes to draw on; created if not provided.	references/omicverse/functions/omicverse.micro.plot_mmvec_training.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.plot_mmvec_training.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.rarefy	adata	( AnnData ) – Samples × features AnnData with int counts.	references/omicverse/functions/omicverse.micro.rarefy.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.rarefy.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.rarefy	depth	( Optional [ int ] (default: None )) – Target depth. If None , uses the minimum sample library size.	references/omicverse/functions/omicverse.micro.rarefy.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.rarefy.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.rarefy	seed	( int (default: 0 )) – Random seed for reproducibility.	references/omicverse/functions/omicverse.micro.rarefy.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.rarefy.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.rarefy	drop_shallow	( bool (default: True )) – If True, samples with library size < depth are DROPPED. If False, their original counts are kept (no subsampling possible below depth).	references/omicverse/functions/omicverse.micro.rarefy.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.rarefy.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.rarefy	save_original	( bool (default: True )) – If True, a copy of the pre-rarefaction X is saved to adata.layers['counts_raw'] .	references/omicverse/functions/omicverse.micro.rarefy.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.rarefy.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.rarefy	copy	( bool (default: False )) – Return a copy instead of modifying in place.	references/omicverse/functions/omicverse.micro.rarefy.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.rarefy.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.Alpha.run	metrics	( Union [ str , Sequence [ str ]] (default: ('shannon', 'observed_otus') ))	references/omicverse/functions/omicverse.micro.Alpha.run.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.Alpha.run.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.Alpha.run	write_to_obs	( bool (default: True ))	references/omicverse/functions/omicverse.micro.Alpha.run.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.Alpha.run.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.Alpha.run	tree_key	( str (default: 'tree' ))	references/omicverse/functions/omicverse.micro.Alpha.run.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.Alpha.run.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.simulate_paired	n_samples	( int (default: 30 ))	references/omicverse/functions/omicverse.micro.simulate_paired.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.simulate_paired.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.simulate_paired	n_microbes	( int (default: 40 ))	references/omicverse/functions/omicverse.micro.simulate_paired.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.simulate_paired.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.simulate_paired	n_metabolites	( int (default: 20 ))	references/omicverse/functions/omicverse.micro.simulate_paired.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.simulate_paired.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.simulate_paired	n_pairs	( int (default: 5 ))	references/omicverse/functions/omicverse.micro.simulate_paired.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.simulate_paired.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.simulate_paired	effect_range	( Tuple [ float , float ] (default: (1.0, 2.0) ))	references/omicverse/functions/omicverse.micro.simulate_paired.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.simulate_paired.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.simulate_paired	depth_range	( Tuple [ int , int ] (default: (1000, 10000) ))	references/omicverse/functions/omicverse.micro.simulate_paired.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.simulate_paired.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.simulate_paired	seed	( int (default: 0 ))	references/omicverse/functions/omicverse.micro.simulate_paired.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.simulate_paired.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.MMvec.top_pairs	n	( int (default: 20 ))	references/omicverse/functions/omicverse.micro.MMvec.top_pairs.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.MMvec.top_pairs.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.DA.wilcoxon	group_key	( str ) – Column in adata.obs holding group labels.	references/omicverse/functions/omicverse.micro.DA.wilcoxon.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.DA.wilcoxon.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.DA.wilcoxon	group_a	( Optional [ str ] (default: None )) – Labels of the two groups to compare. If omitted, the first two unique values (sorted) are used.	references/omicverse/functions/omicverse.micro.DA.wilcoxon.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.DA.wilcoxon.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.DA.wilcoxon	group_b	( Optional [ str ] (default: None )) – Labels of the two groups to compare. If omitted, the first two unique values (sorted) are used.	references/omicverse/functions/omicverse.micro.DA.wilcoxon.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.DA.wilcoxon.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.DA.wilcoxon	rank	( Optional [ str ] (default: None )) – If given, collapse to this taxonomic rank first.	references/omicverse/functions/omicverse.micro.DA.wilcoxon.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.DA.wilcoxon.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.DA.wilcoxon	relative	( bool (default: True )) – Test relative abundances (proportions per sample) rather than raw counts. Mann-Whitney is scale-invariant so this mostly affects the reported fold-change.	references/omicverse/functions/omicverse.micro.DA.wilcoxon.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.DA.wilcoxon.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.micro.DA.wilcoxon	min_prevalence	( float (default: 0.1 )) – Skip features present (>0) in fewer than this fraction of samples.	references/omicverse/functions/omicverse.micro.DA.wilcoxon.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.micro.DA.wilcoxon.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.bin2cell	adata	( AnnData ) – Spatial bin-level AnnData.	references/omicverse/functions/omicverse.space.bin2cell.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.bin2cell.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.bin2cell	labels_key	( str , default='labels_joint' ) – Label key assigning bins to cells.	references/omicverse/functions/omicverse.space.bin2cell.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.bin2cell.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.bin2cell	spatial_keys	( list , default= [ 'spatial' ] ) – Spatial coordinate keys to aggregate.	references/omicverse/functions/omicverse.space.bin2cell.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.bin2cell.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.bin2cell	diameter_scale_factor	( float , optional ) – Optional scaling factor for estimated cell diameters.	references/omicverse/functions/omicverse.space.bin2cell.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.bin2cell.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.bin2cell	add_geometry	( bool , default=False ) – Whether to generate polygon geometry from labeled bins and store WKT strings in obs[geometry_key] of the returned cell-level AnnData.	references/omicverse/functions/omicverse.space.bin2cell.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.bin2cell.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.bin2cell	geometry_key	( str , default='geometry' ) – Observation column name used to store generated geometry WKT.	references/omicverse/functions/omicverse.space.bin2cell.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.bin2cell.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.bin2cell	geometry_spatial_key	( str , default='spatial' ) – Coordinate key in adata.obsm used to reconstruct polygons.	references/omicverse/functions/omicverse.space.bin2cell.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.bin2cell.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.bin2cell	geometry_force_polygon	( bool , default=False ) – If True , convert MultiPolygon geometries to their largest polygon component so each cell gets a single polygon contour.	references/omicverse/functions/omicverse.space.bin2cell.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.bin2cell.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.bin2cell	rename_obs_to_cellid	( bool , default=True ) – If True , rename output obs_names to cellid_XXXXXXXXX-1 using obs['object_id'] and also write obs['cellid'] .	references/omicverse/functions/omicverse.space.bin2cell.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.bin2cell.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.bin2cell	show_progress	( bool , default=True ) – Whether to display progress bars during aggregation and (if enabled) geometry reconstruction.	references/omicverse/functions/omicverse.space.bin2cell.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.bin2cell.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.Cal_Spatial_Net	adata	( AnnData ) – Spatial AnnData containing coordinates in obsm['spatial'] .	references/omicverse/functions/omicverse.space.Cal_Spatial_Net.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.Cal_Spatial_Net.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.Cal_Spatial_Net	rad_cutoff	( float , optional ) – Radius threshold when model='Radius' .	references/omicverse/functions/omicverse.space.Cal_Spatial_Net.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.Cal_Spatial_Net.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.Cal_Spatial_Net	k_cutoff	( int , optional ) – Number of nearest neighbors when model='KNN' .	references/omicverse/functions/omicverse.space.Cal_Spatial_Net.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.Cal_Spatial_Net.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.Cal_Spatial_Net	max_neigh	( int , default=50 ) – Maximum neighbors queried before filtering by model.	references/omicverse/functions/omicverse.space.Cal_Spatial_Net.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.Cal_Spatial_Net.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.Cal_Spatial_Net	model	( {'Radius' , 'KNN'} , default='Radius' ) – Strategy for building spatial edges.	references/omicverse/functions/omicverse.space.Cal_Spatial_Net.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.Cal_Spatial_Net.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.Cal_Spatial_Net	verbose	( bool , default=True ) – Whether to print graph statistics.	references/omicverse/functions/omicverse.space.Cal_Spatial_Net.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.Cal_Spatial_Net.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.calculate_gene_signature	adata_sc	( AnnData ) – Single-cell reference AnnData.	references/omicverse/functions/omicverse.space.calculate_gene_signature.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.calculate_gene_signature.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.calculate_gene_signature	clustertype	( str ) – Cell-type label key in adata_sc.obs .	references/omicverse/functions/omicverse.space.calculate_gene_signature.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.calculate_gene_signature.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.calculate_gene_signature	rank	( bool ) – Whether to use ranked markers from differential expression analysis.	references/omicverse/functions/omicverse.space.calculate_gene_signature.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.calculate_gene_signature.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.calculate_gene_signature	key	( str ) – adata.uns key for ranked genes (used when rank=True ).	references/omicverse/functions/omicverse.space.calculate_gene_signature.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.calculate_gene_signature.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.calculate_gene_signature	foldchange	( float ) – Fold-change threshold for marker selection.	references/omicverse/functions/omicverse.space.calculate_gene_signature.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.calculate_gene_signature.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.calculate_gene_signature	topgenenumber	( int ) – Number of top marker genes retained per cell type.	references/omicverse/functions/omicverse.space.calculate_gene_signature.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.calculate_gene_signature.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.CAST	adata	( anndata.AnnData ) – Multi-sample spatial AnnData object.	references/omicverse/functions/omicverse.space.CAST.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.CAST.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.CAST	sample_key	( str , optional ) – Column in adata.obs identifying sample/batch labels.	references/omicverse/functions/omicverse.space.CAST.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.CAST.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.CAST	basis	"( str , default=""spatial"" ) – Key in adata.obsm storing spatial coordinates."	references/omicverse/functions/omicverse.space.CAST.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.CAST.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.CAST	layer	"( str , default=""norm_1e4"" ) – Layer key containing normalized expression used by CAST."	references/omicverse/functions/omicverse.space.CAST.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.CAST.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.CAST	output_path	"( str , default=""output/CAST_Mark"" ) – Directory for CAST intermediate files and outputs."	references/omicverse/functions/omicverse.space.CAST.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.CAST.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.CAST	gpu_t	( int , default=0 ) – GPU index used by CAST backend.	references/omicverse/functions/omicverse.space.CAST.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.CAST.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.CAST	device	"( str , default=""cuda:0"" ) – Torch device string passed to CAST backend."	references/omicverse/functions/omicverse.space.CAST.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.CAST.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.CAST	**kwargs	– Extra keyword arguments forwarded to CAST_MARK .	references/omicverse/functions/omicverse.space.CAST.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.CAST.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.cellcharter	adata	( AnnData )	references/omicverse/functions/omicverse.space.cellcharter.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.cellcharter.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.cellcharter	n_clusters	( int )	references/omicverse/functions/omicverse.space.cellcharter.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.cellcharter.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.cellcharter	use_rep	( str (default: 'X_pca' ))	references/omicverse/functions/omicverse.space.cellcharter.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.cellcharter.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.cellcharter	spatial_key	( str (default: 'spatial' ))	references/omicverse/functions/omicverse.space.cellcharter.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.cellcharter.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.cellcharter	n_layers	( int (default: 3 ))	references/omicverse/functions/omicverse.space.cellcharter.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.cellcharter.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.cellcharter	aggregations	( str | list [ str ] (default: 'mean' ))	references/omicverse/functions/omicverse.space.cellcharter.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.cellcharter.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.cellcharter	out_key	( str (default: 'X_cellcharter' ))	references/omicverse/functions/omicverse.space.cellcharter.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.cellcharter.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.cellcharter	cluster_key	( str (default: 'cellcharter' ))	references/omicverse/functions/omicverse.space.cellcharter.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.cellcharter.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.cellcharter	connectivity_key	( str (default: 'spatial_connectivities' ))	references/omicverse/functions/omicverse.space.cellcharter.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.cellcharter.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.cellcharter	distances_key	( str (default: 'spatial_distances' ))	references/omicverse/functions/omicverse.space.cellcharter.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.cellcharter.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.cellcharter	sample_key	( Optional [ str ] (default: None ))	references/omicverse/functions/omicverse.space.cellcharter.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.cellcharter.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.cellcharter	build_spatial_graph	( bool (default: True ))	references/omicverse/functions/omicverse.space.cellcharter.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.cellcharter.html	2026-08-03T14:16:23+00:00
omicverse	omicverse.space.cellcharter	delaunay	( bool (default: True ))	references/omicverse/functions/omicverse.space.cellcharter.md	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.space.cellcharter.html	2026-08-03T14:16:23+00:00
